GRT_LABELLED_TIME_SERIES_CLASSIFICATION_DATA_FILE_V1.0
DatasetName: Accel_Training_Data
InfoText: Gesture_Names:
Transport_Empty
Grasp
Transport_Load
Test
NumDimensions: 3
TotalNumTrainingExamples: 45
NumberOfClasses: 3
ClassIDsAndCounters: 
1	15
2	15
3	15
UseExternalRanges: 0
LabelledTimeSeriesTrainingData:
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 17
TimeSeriesData: 
-0.0205078	-0.511719	0.890625
-0.0717773	-0.407715	0.898438
-0.0224609	-0.447754	0.890625
-0.0419922	-0.387695	0.937988
-0.0512695	-0.387695	0.936523
-0.0405273	-0.391602	0.947266
-0.0429688	-0.388672	0.948242
-0.027832	-0.368652	1.05762
0.03125	-0.55127	0.940918
-0.194336	-0.669434	0.897461
-0.174805	-0.491699	0.831543
-0.140137	-0.394043	0.841797
-0.0527344	-0.322266	0.857422
0.135742	-0.275391	0.915527
0.17041	-0.234375	0.979004
0.165039	-0.366211	1.0498
0.0449219	-0.344238	0.963379
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 31
TimeSeriesData: 
-0.0205078	-0.511719	0.890625
-0.0717773	-0.407715	0.898438
-0.0224609	-0.447754	0.890625
-0.0419922	-0.387695	0.937988
-0.0512695	-0.387695	0.936523
-0.0405273	-0.391602	0.947266
-0.0429688	-0.388672	0.948242
-0.027832	-0.368652	1.05762
0.03125	-0.55127	0.940918
-0.194336	-0.669434	0.897461
-0.174805	-0.491699	0.831543
-0.140137	-0.394043	0.841797
-0.0527344	-0.322266	0.857422
0.135742	-0.275391	0.915527
0.17041	-0.234375	0.979004
0.165039	-0.366211	1.0498
0.0449219	-0.344238	0.963379
-0.115234	-0.518555	0.88916
-0.121582	-0.414551	0.890137
-0.081543	-0.453613	0.938965
-0.00976563	-0.44873	0.94043
-0.0810547	-0.640137	0.881836
-0.244141	-0.727051	0.753418
-0.186523	-0.733398	0.686523
-0.129395	-0.704102	0.686523
-0.118164	-0.644043	0.716797
-0.0869141	-0.557129	0.76709
0.015625	-0.592773	0.762207
-0.00732422	-0.474609	0.929688
0.0859375	-0.382813	0.941406
0.209473	-0.301758	0.925781
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 44
TimeSeriesData: 
-0.0205078	-0.511719	0.890625
-0.0717773	-0.407715	0.898438
-0.0224609	-0.447754	0.890625
-0.0419922	-0.387695	0.937988
-0.0512695	-0.387695	0.936523
-0.0405273	-0.391602	0.947266
-0.0429688	-0.388672	0.948242
-0.027832	-0.368652	1.05762
0.03125	-0.55127	0.940918
-0.194336	-0.669434	0.897461
-0.174805	-0.491699	0.831543
-0.140137	-0.394043	0.841797
-0.0527344	-0.322266	0.857422
0.135742	-0.275391	0.915527
0.17041	-0.234375	0.979004
0.165039	-0.366211	1.0498
0.0449219	-0.344238	0.963379
-0.115234	-0.518555	0.88916
-0.121582	-0.414551	0.890137
-0.081543	-0.453613	0.938965
-0.00976563	-0.44873	0.94043
-0.0810547	-0.640137	0.881836
-0.244141	-0.727051	0.753418
-0.186523	-0.733398	0.686523
-0.129395	-0.704102	0.686523
-0.118164	-0.644043	0.716797
-0.0869141	-0.557129	0.76709
0.015625	-0.592773	0.762207
-0.00732422	-0.474609	0.929688
0.0859375	-0.382813	0.941406
0.209473	-0.301758	0.925781
0.304688	-0.251953	0.975586
0.268066	-0.100098	0.970703
0.0683594	-0.167969	1.02686
0.012207	-0.129395	0.976074
0.0761719	-0.114258	0.961426
0.172852	-0.00976563	0.995605
0.239258	-0.00683594	0.973145
0.258301	0.0317383	0.977539
0.210938	-0.0395508	0.978516
0.14502	-0.0952148	1.00684
0.3125	-0.0654297	0.885254
0.236328	-0.126465	0.934082
0.18457	-0.152832	1.00391
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 60
TimeSeriesData: 
-0.0205078	-0.511719	0.890625
-0.0717773	-0.407715	0.898438
-0.0224609	-0.447754	0.890625
-0.0419922	-0.387695	0.937988
-0.0512695	-0.387695	0.936523
-0.0405273	-0.391602	0.947266
-0.0429688	-0.388672	0.948242
-0.027832	-0.368652	1.05762
0.03125	-0.55127	0.940918
-0.194336	-0.669434	0.897461
-0.174805	-0.491699	0.831543
-0.140137	-0.394043	0.841797
-0.0527344	-0.322266	0.857422
0.135742	-0.275391	0.915527
0.17041	-0.234375	0.979004
0.165039	-0.366211	1.0498
0.0449219	-0.344238	0.963379
-0.115234	-0.518555	0.88916
-0.121582	-0.414551	0.890137
-0.081543	-0.453613	0.938965
-0.00976563	-0.44873	0.94043
-0.0810547	-0.640137	0.881836
-0.244141	-0.727051	0.753418
-0.186523	-0.733398	0.686523
-0.129395	-0.704102	0.686523
-0.118164	-0.644043	0.716797
-0.0869141	-0.557129	0.76709
