GRT_LABELLED_TIME_SERIES_CLASSIFICATION_DATA_FILE_V1.0
DatasetName: Orient_Training_Data
InfoText: Gesture_Names:
Transport_Empty
Grasp
Transport_Load
Test
NumDimensions: 3
TotalNumTrainingExamples: 45
NumberOfClasses: 3
ClassIDsAndCounters: 
1	15
2	15
3	15
UseExternalRanges: 0
LabelledTimeSeriesTrainingData:
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 17
TimeSeriesData: 
0.422871	0.0236221	-0.481413
0.421805	0.0358891	-0.465175
0.435117	0.0378204	-0.43046
0.440735	0.033901	-0.403336
0.443014	0.0291069	-0.390819
0.442565	0.0312453	-0.388782
0.442957	0.0279289	-0.391492
0.437021	0.0106775	-0.393306
0.417699	0.0184028	-0.371874
0.307928	0.0964091	-0.383505
0.111209	0.157954	-0.355258
-0.131239	0.179601	-0.320774
-0.366384	0.159545	-0.300153
-0.594675	0.0907632	-0.295234
-0.689789	0.0385849	-0.310917
-0.758594	-0.0112143	-0.374074
-0.764949	0.00967407	-0.394356
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 31
TimeSeriesData: 
0.422871	0.0236221	-0.481413
0.421805	0.0358891	-0.465175
0.435117	0.0378204	-0.43046
0.440735	0.033901	-0.403336
0.443014	0.0291069	-0.390819
0.442565	0.0312453	-0.388782
0.442957	0.0279289	-0.391492
0.437021	0.0106775	-0.393306
0.417699	0.0184028	-0.371874
0.307928	0.0964091	-0.383505
0.111209	0.157954	-0.355258
-0.131239	0.179601	-0.320774
-0.366384	0.159545	-0.300153
-0.594675	0.0907632	-0.295234
-0.689789	0.0385849	-0.310917
-0.758594	-0.0112143	-0.374074
-0.764949	0.00967407	-0.394356
-0.714994	0.132575	-0.457947
-0.711492	0.133952	-0.460934
-0.699206	0.121269	-0.49929
-0.630166	0.146982	-0.55655
-0.475362	0.221273	-0.637014
-0.24292	0.262338	-0.687204
-0.0562045	0.248761	-0.682437
0.119289	0.216807	-0.653243
0.289175	0.186517	-0.614554
0.42928	0.111786	-0.52022
0.548884	-0.0130976	-0.411759
0.633895	-0.145189	-0.303772
0.6569	-0.211202	-0.268208
0.663497	-0.25732	-0.26633
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 44
TimeSeriesData: 
0.422871	0.0236221	-0.481413
0.421805	0.0358891	-0.465175
0.435117	0.0378204	-0.43046
0.440735	0.033901	-0.403336
0.443014	0.0291069	-0.390819
0.442565	0.0312453	-0.388782
0.442957	0.0279289	-0.391492
0.437021	0.0106775	-0.393306
0.417699	0.0184028	-0.371874
0.307928	0.0964091	-0.383505
0.111209	0.157954	-0.355258
-0.131239	0.179601	-0.320774
-0.366384	0.159545	-0.300153
-0.594675	0.0907632	-0.295234
-0.689789	0.0385849	-0.310917
-0.758594	-0.0112143	-0.374074
-0.764949	0.00967407	-0.394356
-0.714994	0.132575	-0.457947
-0.711492	0.133952	-0.460934
-0.699206	0.121269	-0.49929
-0.630166	0.146982	-0.55655
-0.475362	0.221273	-0.637014
-0.24292	0.262338	-0.687204
-0.0562045	0.248761	-0.682437
0.119289	0.216807	-0.653243
0.289175	0.186517	-0.614554
0.42928	0.111786	-0.52022
0.548884	-0.0130976	-0.411759
0.633895	-0.145189	-0.303772
0.6569	-0.211202	-0.268208
0.663497	-0.25732	-0.26633
0.677622	-0.234304	-0.204001
0.630809	-0.209206	-0.0772626
0.546994	-0.15567	-0.0579421
0.399018	-0.116741	-0.0259089
0.171946	-0.0993935	-0.00445301
-0.0277973	-0.107896	0.0345485
-0.213388	-0.120809	0.0578954
-0.373859	-0.115628	0.0319007
-0.513856	-0.0946767	-0.0282797
-0.628402	-0.0823044	-0.0889138
-0.714852	-0.108848	-0.131713
-0.757733	-0.123938	-0.170415
-0.771483	-0.137438	-0.19799
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 60
TimeSeriesData: 
0.422871	0.0236221	-0.481413
0.421805	0.0358891	-0.465175
0.435117	0.0378204	-0.43046
0.440735	0.033901	-0.403336
0.443014	0.0291069	-0.390819
0.442565	0.0312453	-0.388782
0.442957	0.0279289	-0.391492
0.437021	0.0106775	-0.393306
0.417699	0.0184028	-0.371874
0.307928	0.0964091	-0.383505
0.111209	0.157954	-0.355258
-0.131239	0.179601	-0.320774
-0.366384	0.159545	-0.300153
-0.594675	0.0907632	-0.295234
-0.689789	0.0385849	-0.310917
