timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1470243624583144,-3,-3,8,0,0,-1,-1,0
1470243624583144,0,13,4,2,0,-1,0,-2
1470243624588649,0,-4,-4,-2,-1,-1,0,-1
1470243624588649,-4,-2,-5,-3,-3,-1,0,0
1470243624589650,3,1,-5,2,0,-1,-2,-2
1470243624589650,-1,-5,1,-2,-3,-1,-1,1
1470243624591152,1,9,3,7,2,-1,0,0
1470243624591152,-1,-3,-4,-7,1,-1,-1,-2
1470243624602161,0,2,2,3,-2,-1,1,1
1470243624602161,-1,-8,-4,-3,-1,-2,0,-2
1470243624613171,-2,0,-5,0,-2,-1,-1,-3
1470243624613171,2,1,18,4,-1,-1,0,-1
1470243624616674,-2,0,-13,-6,-2,-1,-2,-2
1470243624616674,-4,-17,4,1,-2,-1,-2,-1
1470243624633189,-1,3,2,-4,-1,-1,-1,-1
1470243624633189,0,-1,7,3,0,-2,-3,-2
1470243624648703,-2,-5,2,-1,-2,-2,-1,0
1470243624648703,1,3,-1,0,1,0,0,-1
1470243624654209,-1,0,5,-1,-1,-1,-2,-2
1470243624654209,-1,0,-7,-1,-1,0,0,0
1470243624662716,0,2,2,-3,-1,-1,-1,-2
1470243624662716,1,-3,-23,-4,0,-2,-1,0
1470243624677729,-1,-3,8,-2,-1,-2,-1,-1
1470243624677729,-1,-1,-2,-1,-1,0,-1,-2
1470243624717765,0,-2,-7,0,0,0,0,0
1470243624717765,-4,-6,4,-3,-2,-3,-2,-2
1470243624718266,3,6,21,6,1,-2,-1,-1
1470243624718266,-1,0,-45,-8,-3,-1,-3,-1
1470243624719267,-2,0,7,2,-1,-1,-1,0
1470243624719267,3,-3,-11,-9,-1,0,-2,-2
1470243624721768,1,0,4,0,0,-2,0,1
1470243624721768,-3,-2,18,4,1,0,-1,-2
1470243624737283,0,-1,0,-1,-1,-2,-2,-2
1470243624737283,0,5,-4,3,0,0,-1,1
1470243624738284,-2,-4,-11,-1,-1,-1,-1,0
1470243624738284,-1,-3,5,-2,-1,-1,-1,1
1470243624759803,-1,-1,-9,-3,-1,-2,0,-1
1470243624759803,-3,-1,4,-2,-1,-3,-1,-2
1470243624768311,-1,-1,2,2,-2,-1,-1,-1
1470243624768311,1,1,4,1,-1,-2,-1,0
1470243624769812,-2,-2,0,-4,-1,-1,0,0
1470243624769812,-2,3,6,0,0,0,-1,0
1470243624790330,-3,-8,-8,-7,-2,-1,-2,-2
1470243624790330,1,1,6,2,0,-2,0,-2
1470243624792332,-2,-6,-4,-3,-2,-3,-1,0
1470243624792332,-3,3,-18,-3,-2,-2,-1,-2
1470243624804343,-1,0,8,2,-3,-2,-1,-2
1470243624804343,-2,0,0,0,0,-1,0,-1
1470243624813351,-1,-8,2,-3,0,0,-3,0
1470243624813351,1,4,-10,2,0,-3,-1,-2
1470243624827865,-2,-2,2,-7,0,0,-1,-1
1470243624827865,-3,-4,4,2,-1,-1,-1,-2
1470243624829865,0,2,-6,-1,-3,-1,0,-1
1470243624829865,-1,-6,7,-2,-2,-2,-1,-1
1470243624850384,1,4,-18,-3,-2,-2,-2,0
1470243624850384,-2,-6,24,1,-1,-1,-1,1
1470243624852386,0,4,-4,4,2,0,0,-2
1470243624852386,-1,-4,1,-2,-2,1,-1,-1
1470243624864396,0,2,12,2,-1,0,-1,0
1470243624864396,-1,-3,-40,-12,-2,-1,-1,-2
1470243624873405,0,4,7,1,0,-1,0,0
1470243624873405,-3,-7,20,0,-2,-3,-1,-1
1470243624887919,-2,-2,-15,-2,0,-1,0,-3
1470243624887919,1,0,6,-8,-1,-1,-1,-1
1470243624889420,-2,-2,-3,2,-1,0,-1,-2
1470243624889420,1,0,-7,1,0,1,-1,1
1470243624910439,-3,-6,-1,-5,-4,-1,-1,-1
1470243624910439,-2,-1,-1,5,-2,-1,-1,-2
1470243624912440,-2,-1,-8,-7,-3,-2,-1,-2
1470243624912440,-1,-2,0,1,-2,-1,0,-1
1470243624924451,1,1,3,1,0,-1,-1,-2
1470243624924451,0,-4,0,0,-1,-3,-2,-1
1470243624933459,-1,0,2,2,-2,0,-1,-2
1470243624933459,-1,-2,13,-2,0,-2,-1,-1
1470243624947971,-3,0,-27,-3,0,-3,1,2
1470243624947971,-2,5,16,3,-3,0,-1,-1
1470243624949474,-2,-10,9,0,-1,-1,-1,0
1470243624949474,2,1,-7,-1,-2,0,-1,0
1470243624969492,-1,5,7,1,-2,0,0,-1
1470243624969492,-1,-16,-7,-3,-1,-1,0,1
1470243624978499,0,4,-1,-2,0,-2,-2,1
1470243624978499,1,1,-6,-1,0,-1,-1,-1
1470243624984005,-2,-8,-1,-5,0,1,0,-1
1470243624984005,-3,8,7,1,-3,-3,-3,-3
1470243624993013,0,0,9,-3,0,0,-1,-1
1470243624993013,-4,-7,-22,-4,-1,-1,-1,-2
1470243625008025,-1,2,7,0,-1,1,-1,-1
1470243625008025,-1,-4,-17,-1,-1,-1,-2,-2
1470243625009527,-2,-4,4,-7,-2,0,-3,-2
1470243625009527,0,1,-9,5,-2,-1,-1,-1
1470243625030547,-2,-8,-18,-6,-3,0,-1,-1
1470243625030547,-2,3,0,-2,-1,-4,-1,1
1470243625032548,1,-1,-3,0,-1,1,-1,-1
1470243625032548,-1,4,9,3,-3,-2,0,0
1470243625044559,-2,-1,9,3,-1,-2,-2,-1
1470243625044559,1,-3,5,0,-1,0,0,-2
1470243625053066,-2,-3,-10,-2,0,0,0,-1
1470243625053066,0,-3,5,1,0,0,-1,0
1470243625068080,-1,1,2,-1,0,-3,-2,-2
1470243625068080,0,-9,2,0,-2,-1,0,0
1470243625069583,0,0,1,-5,-3,-1,-1,-1
1470243625069583,-1,-2,-3,1,-3,0,-1,-1
1470243625090600,-2,1,2,0,0,0,-3,0
1470243625090600,2,7,10,3,1,0,1,1
1470243625092101,-2,-1,-36,1,-1,-3,0,0
1470243625092101,-1,-9,-1,-9,-2,0,-1,-1
1470243625104112,-3,-14,16,3,-3,-2,-1,-2
1470243625104112,-2,3,-6,-3,0,1,0,0
1470243625113121,-2,-1,7,1,-2,0,-1,-2
1470243625113121,0,4,-3,0,2,-4,0,0
1470243625128133,0,0,-7,-3,-1,-1,0,0
1470243625128133,0,2,1,1,-1,0,1,-2
1470243625129637,-3,-8,1,-5,-1,-2,-2,-2
1470243625129637,-2,3,-6,-1,-1,0,-2,1
1470243625150656,-1,0,4,0,-1,-2,0,-1
1470243625150656,0,1,-5,0,-1,0,-2,-2
1470243625152155,-2,-1,3,-1,-1,-1,0,-1
1470243625152155,0,-5,-1,-1,0,-2,-1,-2
1470243625164166,0,0,2,2,-1,1,-1,-1
1470243625164166,-1,4,0,-2,0,-1,-3,-3
1470243625173174,-2,1,-5,-1,-1,-3,-2,0
1470243625173174,2,3,20,7,1,0,0,0
1470243625188188,-2,4,0,2,1,0,1,1
1470243625188188,-2,-3,-16,-6,-3,-4,-2,0
1470243625189689,-1,-2,7,4,-1,-2,0,-1
1470243625189689,1,-1,-3,-4,0,0,0,-2
1470243625210708,-1,1,6,1,-1,-2,-1,-4
1470243625210708,-2,-5,-15,-4,-3,-2,-1,0
1470243625212211,0,8,-1,-2,-1,-1,-1,-3
1470243625212211,-1,11,2,0,-2,0,-3,0
1470243625224219,-3,-26,-11,-6,0,0,-1,-1
1470243625224219,-3,0,17,0,-3,-1,-3,-2
1470243625233229,0,0,0,5,0,0,-1,0
1470243625233229,0,1,-1,-2,-1,-2,1,-1
1470243625248242,-1,5,-10,-7,-3,-2,-2,-2
1470243625248242,0,-3,-4,0,0,-1,-1,-1
1470243625249742,-1,-2,-2,-1,-1,0,-1,-1
1470243625249742,-2,-4,-4,-1,0,-1,0,0
1470243625270262,1,-1,0,-3,-1,1,-2,0
1470243625270262,-2,7,5,1,-2,-2,-1,-1
1470243625272263,-1,1,10,3,-3,-2,-1,-2
1470243625272263,-5,-18,0,-2,-2,-1,-3,-2
1470243625284274,0,2,-10,-1,0,-1,-1,0
1470243625284274,0,-1,-1,-5,1,1,1,-2
1470243625293282,-2,-3,1,-4,-1,1,-1,-2
1470243625293282,-2,1,-6,-4,-1,0,-2,-1
1470243625308295,1,4,14,2,0,-1,-2,0
1470243625308295,0,-10,-25,-4,-3,-1,-2,1
1470243625309798,-1,0,0,-7,-1,-3,0,0
1470243625309798,-3,-3,-11,-3,-3,-2,-1,0
1470243625330816,-2,3,6,3,-2,1,-2,-2
1470243625330816,0,3,4,-5,0,0,0,0
1470243625332317,0,3,3,1,-1,1,-1,-1
1470243625332317,-1,-2,-7,-4,-4,-3,-2,-1
1470243625344328,-1,0,-14,-1,-1,-1,-1,-1
1470243625344328,-3,0,27,4,-1,0,-1,-2
1470243625353336,0,-1,-4,-1,-2,-1,-1,-1
1470243625353336,0,0,16,0,2,0,1,-1
1470243625375857,-2,-1,-14,-2,-1,-3,0,-1
1470243625375857,0,-6,-10,-5,0,-2,-1,-2
1470243625377358,-2,-2,12,5,0,-1,-1,-1
1470243625377358,-1,0,-3,0,-2,0,-1,1
1470243625390369,-1,0,8,2,-2,-2,-2,-2
1470243625390369,1,1,1,-2,0,-1,-1,-2
1470243625392372,-1,-10,-5,0,0,-1,-1,-1
1470243625392372,-1,1,-8,-6,-2,-2,-2,-2
1470243625404381,-1,6,-12,14,-1,-1,0,-2
1470243625404381,-1,-2,11,-8,1,1,-1,1
1470243625413389,-1,-18,-14,-2,0,0,-1,-1
1470243625413389,-1,0,2,4,0,0,-1,-2
1470243625427903,0,3,5,-3,-1,0,1,-2
1470243625427903,-2,0,-12,0,-2,0,-2,-2
1470243625429405,1,7,19,7,-1,-1,-1,1
1470243625429405,0,-5,-8,-5,0,1,0,-1
1470243625450923,1,-2,-1,-6,-1,-1,-1,0
1470243625450923,-1,-2,-1,6,0,-1,-1,-1
1470243625452424,-1,0,-5,-4,-2,-1,-1,-1
1470243625452424,-3,-4,3,-6,-3,-1,0,-2
1470243625480951,-1,1,-2,-1,0,-2,-2,-2
1470243625480951,-1,2,27,5,0,-2,0,0
1470243625481951,-5,-14,-42,-11,-3,0,-4,-3
1470243625481951,-1,-3,12,6,-1,-2,0,-1
1470243625487957,-2,5,-3,2,-1,-1,-2,0
1470243625487957,-2,-3,3,-5,0,-1,0,0
1470243625489458,-1,4,8,-1,-2,-1,-1,-1
1470243625489458,-1,0,-4,0,0,0,-2,-2
1470243625510477,-2,-9,0,-6,-3,-2,0,0
1470243625510477,0,-3,-5,5,-3,-1,-1,-3
1470243625511978,1,2,-13,-5,2,0,-1,-1
1470243625511978,-2,1,16,7,-2,-2,-1,-2
1470243625532998,-2,-2,9,-3,0,0,0,1
1470243625532998,-2,3,-15,5,-1,-1,-1,-1
1470243625534499,-1,0,-11,-17,-5,-1,0,-1
1470243625534499,0,0,8,3,1,-1,-1,-1
1470243625547009,-1,-4,-16,-3,-4,0,-1,-2
1470243625547009,0,-2,-1,-6,0,0,-2,-2
1470243625563025,-2,3,11,5,0,-2,-1,0
1470243625563025,1,0,-2,-2,0,-2,0,0
1470243625570532,-3,-5,-13,-5,-2,-2,0,-1
1470243625570532,0,-1,0,-3,-4,-2,-1,-1
1470243625572032,1,2,3,4,0,-1,1,-2
1470243625572032,-2,4,4,-1,-3,-1,-3,-2
1470243625593052,0,-2,6,0,1,0,-1,2
1470243625593052,-2,-1,-9,-3,-2,-3,-1,-1
1470243625594552,-2,-4,3,3,0,-2,0,0
1470243625594552,-1,-4,-8,-8,-1,0,-1,-1
1470243625607563,-1,1,9,2,-1,-1,0,-1
1470243625607563,0,-2,-14,-9,-1,-1,-2,-2
1470243625614071,-2,4,7,3,-2,-1,0,-3
1470243625614071,-3,-2,-12,0,0,-1,-1,-1
1470243625630586,-1,-1,1,-1,0,1,-1,-2
1470243625630586,0,-3,5,2,-2,-2,0,-1
1470243625632087,0,1,8,1,1,-2,-1,-1
1470243625632087,-2,-6,-12,-3,-2,-2,-1,-1
1470243625653105,-2,2,0,-5,0,-1,-2,-1
1470243625653105,-1,2,11,6,-1,-1,0,-1
1470243625654607,-1,5,14,10,0,-1,0,1
1470243625654607,-1,-1,-3,5,-2,1,-1,-3
1470243625667618,-2,-15,6,-7,1,-1,-1,-1
1470243625667618,-1,-2,-8,0,0,1,0,0
1470243625674127,-2,6,8,-2,-1,-1,-1,0
1470243625674127,0,-1,-13,3,-2,-2,0,-1
1470243625689138,0,2,-6,-3,-2,-2,0,1
1470243625689138,-1,0,-6,2,-1,-1,-1,-1
1470243625698145,-1,-11,7,1,-1,-2,-1,-1
1470243625698145,-3,-3,2,-5,0,-1,1,-1
1470243625720667,0,7,-7,3,-3,-1,-2,-2
1470243625720667,-2,-4,-6,-4,0,-2,0,2
1470243625722167,0,-7,-5,-7,-1,-1,-2,-1
1470243625722167,0,2,4,-3,-1,-1,-1,-1
1470243625735679,-1,-3,0,0,-1,1,0,-1
1470243625735679,-3,-2,-15,-4,0,0,-1,-1
1470243625737180,0,2,-8,-4,-1,-1,-2,-1
1470243625737180,1,-2,24,3,-1,-1,-1,1
1470243625749192,-1,-1,4,-3,-1,-1,-2,0
1470243625749192,0,2,4,-1,0,-1,0,-1
1470243625758199,-2,-5,-4,6,-2,0,-2,-2
1470243625758199,-3,0,-10,-11,-3,-2,-3,-1
1470243625773212,1,0,4,1,0,-2,-2,-1
1470243625773212,-1,-5,-4,-2,-2,-2,-2,0
1470243625774714,-1,4,-2,-3,-1,-1,-1,-1
1470243625774714,-1,4,-2,6,0,0,0,-1
1470243625795733,-1,-3,10,-2,0,-1,-1,-2
1470243625795733,-2,-3,3,-1,-1,1,-2,0
1470243625797235,-2,-4,-12,-3,-1,-3,-2,-1
1470243625797235,1,12,3,9,1,-1,-2,-1
1470243625817752,0,-7,-10,-7,1,-1,-1,-1
1470243625817752,-1,-2,5,5,-1,-1,-1,-2
1470243625819755,-1,2,0,4,0,0,-1,-1
1470243625819755,0,-1,2,-7,-2,-1,-3,2
1470243625833269,-3,1,-1,-1,-3,-3,-1,-2
1470243625833269,-1,-7,1,-2,-2,0,-1,-2
1470243625834770,-1,0,10,6,-1,-1,0,-1
1470243625834770,-1,-6,-10,-6,-2,-1,-1,0
1470243625855788,-2,-3,-1,-5,-2,-1,-2,-1
1470243625855788,0,2,-6,-2,0,-1,-2,-3
1470243625857289,-3,-4,-15,-5,-3,-2,-1,-1
1470243625857289,0,-2,7,0,0,-1,-2,-2
1470243625869300,1,3,-5,5,-2,-1,-1,-1
1470243625869300,-2,-2,11,1,-2,-2,0,-1
1470243625878307,-1,0,-6,-7,-1,0,-1,-2
1470243625878307,-2,-3,-4,-3,-1,-2,-1,-2
1470243625893320,1,11,1,2,-2,-1,1,1
1470243625893320,-2,-14,7,1,1,-2,-1,1
1470243625894822,1,-2,-13,-5,-1,-1,-1,0
1470243625894822,-1,-5,-6,-4,-2,-2,0,-2
1470243625915841,-1,1,-9,-1,0,-1,-1,-3
1470243625915841,-3,6,22,9,-3,-3,-1,-1
1470243625917343,0,3,-14,-12,-3,-3,-2,-2
1470243625917343,0,-6,5,2,1,0,1,-1
1470243625937861,-3,-6,-4,5,-2,-1,-2,-3
1470243625937861,1,1,2,-3,1,-1,1,-1
1470243625939862,-1,-1,-17,-1,1,-1,-1,-1
1470243625939862,-4,-1,15,-3,-2,-1,-2,-2
1470243625952875,-2,-4,-1,-1,0,0,-1,-1
1470243625952875,-2,-1,-18,-3,-1,-1,-2,-1
1470243625959380,-1,3,27,3,0,-1,-1,-1
1470243625959380,-3,-20,-29,-6,-1,-1,-2,-1
1470243625975394,-1,7,6,-3,-1,-2,-1,1
1470243625975394,-3,3,-1,2,-3,1,0,0
1470243625977396,1,3,2,0,0,-1,1,-1
1470243625977396,-2,-12,-10,-3,-2,-1,0,-2
1470243625998418,-2,-2,-12,-4,1,-1,-2,0
1470243625998418,-2,1,5,2,-1,-2,0,0
1470243625999417,-1,-2,-3,-6,-3,-2,-1,0
1470243625999417,1,3,1,6,0,0,-1,1
1470243626012929,-3,0,2,-8,-5,-2,-3,-2
1470243626012929,0,-2,-18,-3,-1,-1,0,-3
1470243626020935,-2,0,9,-2,-1,0,-1,1
1470243626020935,0,3,-12,-3,-2,-1,0,-1
1470243626035448,1,-9,15,8,-2,-1,-1,1
1470243626035448,-3,-4,-24,-11,-4,0,-4,-2
1470243626036950,-2,-8,-27,0,-1,-1,-3,0
1470243626036950,1,9,13,-1,-2,-1,0,-1
1470243626057969,-2,-1,5,0,1,-1,1,0
1470243626057969,1,1,1,2,-1,-1,-1,-2
1470243626059469,-3,-7,10,4,1,0,0,-2
1470243626059469,-1,2,-1,3,-1,-2,-2,-1
1470243626071982,-3,-5,-15,3,-2,-2,-2,0
1470243626071982,0,5,5,-6,1,-1,-2,-1
1470243626080489,-1,-4,11,0,1,1,0,3
1470243626080489,0,5,-5,-2,-2,-3,-2,-2
1470243626095502,-1,-5,-9,-5,-2,-2,-2,-1
1470243626095502,2,1,2,-3,0,0,0,0
1470243626097504,-2,-10,3,4,-3,0,0,-3
