timestamp,roll,pitch,yaw
1470331386179922,0.20549,-0.374806,0.439987
1470331386194935,0.205491,-0.3747,0.440124
1470331386225464,0.205491,-0.3747,0.440124
1470331386240476,0.205491,-0.3747,0.440124
1470331386262996,0.205362,-0.374669,0.440143
1470331386278509,0.20525,-0.37466,0.440189
1470331386307535,0.205663,-0.374481,0.440103
1470331386347072,0.205642,-0.374606,0.440104
1470331386349073,0.205642,-0.374606,0.440104
1470331386360584,0.205663,-0.374481,0.440103
1470331386379100,0.205534,-0.374451,0.440122
1470331386399118,0.205534,-0.374451,0.440122
1470331386429645,0.205923,-0.374436,0.440202
1470331386472684,0.206203,-0.374372,0.440164
1470331386482692,0.206203,-0.374372,0.440164
1470331386483194,0.206203,-0.374372,0.440164
1470331386496205,0.206203,-0.374372,0.440164
1470331386517724,0.206203,-0.374372,0.440164
1470331386539745,0.206203,-0.374372,0.440164
1470331386557760,0.206203,-0.374372,0.440164
1470331386577278,0.206053,-0.37436,0.440321
1470331386599800,0.206053,-0.37436,0.440321
1470331386617815,0.206074,-0.374235,0.44032
1470331386637332,0.206074,-0.374235,0.44032
1470331386659852,0.206074,-0.374235,0.44032
1470331386677869,0.206354,-0.374172,0.440281
1470331386700390,0.206354,-0.374172,0.440281
1470331386719908,0.206225,-0.374141,0.4403
1470331386737923,0.206225,-0.374141,0.4403
1470331386757441,0.206225,-0.374141,0.4403
1470331386779961,0.206225,-0.374141,0.4403
1470331386797976,0.206225,-0.374141,0.4403
1470331386817494,0.206246,-0.374017,0.440299
1470331386840014,0.206246,-0.374017,0.440299
1470331386858031,0.206117,-0.373986,0.440317
1470331386879049,0.206117,-0.373986,0.440317
1470331386900068,0.206117,-0.373986,0.440317
1470331386917583,0.206117,-0.373986,0.440317
1470331386938602,0.206117,-0.373986,0.440317
1470331386960121,0.206117,-0.373986,0.440317
1470331386977638,0.206138,-0.373862,0.440316
1470331386999161,0.206009,-0.373831,0.440335
1470331387020178,0.206009,-0.373831,0.440335
1470331387037691,0.206027,-0.373852,0.440362
1470331387058711,0.205877,-0.37384,0.44052
1470331387079729,0.205877,-0.37384,0.44052
1470331387103751,0.205877,-0.37384,0.44052
1470331387118765,0.205877,-0.37384,0.44052
1470331387139793,0.205898,-0.373715,0.440519
1470331387157810,0.205898,-0.373715,0.440519
1470331387180330,0.205898,-0.373715,0.440519
1470331387199847,0.205769,-0.373685,0.440537
1470331387217863,0.205769,-0.373685,0.440537
1470331387238883,0.205769,-0.373685,0.440537
1470331387259901,0.20564,-0.373655,0.440556
1470331387277918,0.20564,-0.373655,0.440556
1470331387300440,0.20564,-0.373655,0.440556
1470331387319956,0.20564,-0.373655,0.440556
1470331387337971,0.20564,-0.373655,0.440556
1470331387360491,0.20551,-0.373624,0.440575
1470331387380009,0.205661,-0.37353,0.440555
1470331387398026,0.20551,-0.373624,0.440575
1470331387420045,0.20551,-0.373624,0.440575
1470331387440563,0.20551,-0.373624,0.440575
1470331387463084,0.205941,-0.373466,0.440516
1470331387479600,0.205941,-0.373466,0.440516
1470331387502120,0.205941,-0.373466,0.440516
1470331387523137,0.205941,-0.373466,0.440516
1470331387539653,0.206462,-0.373443,0.440412
1470331387562173,0.207108,-0.373595,0.440319
1470331387583192,0.207108,-0.373595,0.440319
1470331387599707,0.207108,-0.373595,0.440319
1470331387621727,0.207108,-0.373595,0.440319
1470331387643746,0.207108,-0.373595,0.440319
1470331387659761,0.207108,-0.373595,0.440319
1470331387681781,0.207108,-0.373595,0.440319
1470331387703300,0.206979,-0.373565,0.440337
1470331387719814,0.206979,-0.373565,0.440337
1470331387741834,0.206829,-0.373553,0.440495
1470331387762854,0.206959,-0.373583,0.440476
1470331387785373,0.206829,-0.373553,0.440495
1470331387801888,0.206458,-0.373588,0.440441
1470331387824409,0.206458,-0.373588,0.440441
1470331387839421,0.205962,-0.373342,0.440515
1470331387861944,0.205962,-0.373342,0.440515
1470331387891987,0.206114,-0.373142,0.440632
1470331387899475,0.206652,-0.373139,0.440556
1470331387921995,0.206674,-0.373014,0.440555
1470331387944516,0.206006,-0.372987,0.44065
1470331387959043,0.205855,-0.373081,0.44067
1470331387982074,0.206523,-0.373108,0.440575
1470331388004592,0.206523,-0.373108,0.440575
1470331388019083,0.206523,-0.373108,0.440575
1470331388042104,0.206394,-0.373078,0.440594
1470331388064624,0.206523,-0.373108,0.440575
1470331388079645,0.206523,-0.373108,0.440575
1470331388102158,0.206394,-0.373078,0.440594
1470331388130687,0.206394,-0.373078,0.440594
1470331388138691,0.206394,-0.373078,0.440594
1470331388162213,0.206394,-0.373078,0.440594
1470331388184731,0.206394,-0.373078,0.440594
1470331388199246,0.206394,-0.373078,0.440594
1470331388222265,0.206264,-0.373048,0.440613
1470331388244786,0.206264,-0.373048,0.440613
1470331388258799,0.206264,-0.373048,0.440613
1470331388282319,0.206286,-0.372923,0.440611
1470331388304340,0.206286,-0.372923,0.440611
1470331388325358,0.206156,-0.372893,0.44063
1470331388341873,0.206286,-0.372923,0.440611
1470331388371899,0.206307,-0.372799,0.44061
1470331388385412,0.206178,-0.372768,0.440629
1470331388401926,0.206196,-0.372789,0.440656
1470331388424447,0.206196,-0.372789,0.440656
1470331388445466,0.206196,-0.372789,0.440656
1470331388461982,0.206196,-0.372789,0.440656
1470331388484501,0.206066,-0.372758,0.440675
1470331388505544,0.20568,-0.372561,0.440869
1470331388522035,0.20555,-0.37253,0.440887
1470331388544571,0.20555,-0.37253,0.440887
1470331388565593,0.20555,-0.37253,0.440887
1470331388582088,0.20546,-0.372396,0.440932
1470331388604609,0.205439,-0.372521,0.440933
1470331388625628,0.20546,-0.372396,0.440932
1470331388642144,0.20546,-0.372396,0.440932
1470331388664662,0.205331,-0.372366,0.440951
1470331388685681,0.205331,-0.372366,0.440951
1470331388702196,0.205331,-0.372366,0.440951
1470331388724718,0.205331,-0.372366,0.440951
1470331388746736,0.205202,-0.372335,0.44097
1470331388763250,0.205223,-0.372211,0.440968
1470331388784771,0.205223,-0.372211,0.440968
1470331388806790,0.205223,-0.372211,0.440968
1470331388822305,0.205094,-0.37218,0.440987
1470331388844324,0.205223,-0.372211,0.440968
1470331388883360,0.205223,-0.372211,0.440968
1470331388887864,0.205094,-0.37218,0.440987
1470331388904378,0.205094,-0.37218,0.440987
1470331388926898,0.205115,-0.372056,0.440986
1470331388941411,0.205115,-0.372056,0.440986
1470331388964433,0.205115,-0.372056,0.440986
1470331388986952,0.205115,-0.372056,0.440986
1470331389002966,0.204986,-0.372025,0.441005
1470331389024486,0.204986,-0.372025,0.441005
1470331389047006,0.204986,-0.372025,0.441005
1470331389061518,0.204986,-0.372025,0.441005
1470331389084539,0.204986,-0.372025,0.441005
1470331389107060,0.204986,-0.372025,0.441005
1470331389121573,0.205004,-0.372046,0.441032
1470331389144595,0.205004,-0.372046,0.441032
1470331389167116,0.205004,-0.372046,0.441032
1470331389181126,0.204875,-0.372016,0.441051
1470331389204648,0.204896,-0.371891,0.44105
1470331389227184,0.204896,-0.371891,0.44105
1470331389248191,0.204896,-0.371891,0.44105
1470331389264703,0.204896,-0.371891,0.44105
1470331389287221,0.204876,-0.371909,0.441188
1470331389308241,0.204876,-0.371909,0.441188
1470331389324759,0.204747,-0.371879,0.441207
1470331389346775,0.204768,-0.371754,0.441205
1470331389368296,0.204768,-0.371754,0.441205
1470331389384309,0.204768,-0.371754,0.441205
1470331389406830,0.204768,-0.371754,0.441205
1470331389435356,0.204768,-0.371754,0.441205
1470331389444366,0.204768,-0.371754,0.441205
1470331389466883,0.204639,-0.371724,0.441224
1470331389487901,0.204639,-0.371724,0.441224
1470331389504417,0.204639,-0.371724,0.441224
1470331389526937,0.204639,-0.371724,0.441224
1470331389548457,0.204639,-0.371724,0.441224
1470331389564471,0.20466,-0.3716,0.441223
1470331389586991,0.204531,-0.371569,0.441242
