timestamp,roll,pitch,yaw
1470345334406549,-0.570813,-0.207493,-0.340986
1470345334426571,-0.570844,-0.2075,-0.341008
1470345334442582,-0.570844,-0.2075,-0.341008
1470345334465610,-0.570844,-0.2075,-0.341008
1470345334486637,-0.570844,-0.2075,-0.341008
1470345334502648,-0.570844,-0.2075,-0.341008
1470345334525668,-0.570844,-0.2075,-0.341008
1470345334546686,-0.570844,-0.2075,-0.341008
1470345334563208,-0.570844,-0.2075,-0.341008
1470345334585729,-0.570844,-0.2075,-0.341008
1470345334606747,-0.570844,-0.2075,-0.341008
1470345334622261,-0.570844,-0.2075,-0.341008
1470345334644781,-0.570844,-0.2075,-0.341008
1470345334665800,-0.570844,-0.2075,-0.341008
1470345334682315,-0.570844,-0.2075,-0.341008
1470345334704835,-0.570707,-0.207476,-0.341014
1470345334725854,-0.570707,-0.207476,-0.341014
1470345334742871,-0.570693,-0.207593,-0.340984
1470345334764389,-0.570693,-0.207593,-0.340984
1470345334785908,-0.570693,-0.207593,-0.340984
1470345334802423,-0.570556,-0.207569,-0.34099
1470345334824443,-0.570693,-0.207593,-0.340984
1470345334847463,-0.57068,-0.207709,-0.340954
1470345334862478,-0.56991,-0.207616,-0.34116
1470345334884496,-0.569773,-0.207592,-0.341166
1470345334907518,-0.569773,-0.207592,-0.341166
1470345334921531,-0.569786,-0.207475,-0.341196
1470345334944551,-0.569786,-0.207475,-0.341196
1470345334967076,-0.569635,-0.207568,-0.341172
1470345334981089,-0.569635,-0.207568,-0.341172
1470345335004109,-0.569635,-0.207568,-0.341172
1470345335027133,-0.569622,-0.207685,-0.341142
1470345335041648,-0.569622,-0.207685,-0.341142
1470345335064042,-0.569635,-0.207568,-0.341172
1470345335087063,-0.569635,-0.207568,-0.341172
1470345335101077,-0.569622,-0.207685,-0.341142
1470345335124096,-0.569622,-0.207685,-0.341142
1470345335147124,-0.569622,-0.207685,-0.341142
1470345335161143,-0.569622,-0.207685,-0.341142
1470345335185165,-0.569466,-0.207814,-0.341244
1470345335207185,-0.569603,-0.207838,-0.341238
1470345335221197,-0.569466,-0.207814,-0.341244
1470345335244726,-0.569466,-0.207814,-0.341244
1470345335267253,-0.569466,-0.207814,-0.341244
1470345335281263,-0.569466,-0.207814,-0.341244
1470345335304285,-0.569466,-0.207814,-0.341244
1470345335327306,-0.568909,-0.208032,-0.341482
1470345335348334,-0.568909,-0.208032,-0.341482
1470345335364350,-0.568909,-0.208032,-0.341482
1470345335387373,-0.568909,-0.208032,-0.341482
1470345335408389,-0.568758,-0.208125,-0.341458
1470345335424403,-0.568758,-0.208125,-0.341458
1470345335447430,-0.568758,-0.208125,-0.341458
1470345335468453,-0.56862,-0.208101,-0.341464
1470345335484468,-0.56862,-0.208101,-0.341464
1470345335507488,-0.568615,-0.208137,-0.34159
1470345335528525,-0.568615,-0.208137,-0.34159
1470345335544543,-0.568615,-0.208137,-0.34159
1470345335566568,-0.568477,-0.208113,-0.341596
1470345335587588,-0.568477,-0.208113,-0.341596
1470345335604604,-0.568602,-0.208254,-0.34156
1470345335626622,-0.568464,-0.20823,-0.341566
1470345335647653,-0.568508,-0.20812,-0.341618
1470345335664671,-0.568508,-0.20812,-0.341618
1470345335686688,-0.568357,-0.208213,-0.341594
1470345335707707,-0.568357,-0.208213,-0.341594
1470345335724724,-0.568357,-0.208213,-0.341594
1470345335747250,-0.568357,-0.208213,-0.341594
1470345335767643,-0.56862,-0.208101,-0.341464
1470345335784658,-0.568607,-0.208218,-0.341434
1470345335806677,-0.568607,-0.208218,-0.341434
1470345335829699,-0.568607,-0.208218,-0.341434
1470345335844719,-0.568607,-0.208218,-0.341434
1470345335866669,-0.568607,-0.208218,-0.341434
1470345335889689,-0.568469,-0.208194,-0.34144
1470345335904703,-0.568469,-0.208194,-0.34144
1470345335926725,-0.56798,-0.208111,-0.341508
1470345335949777,-0.56798,-0.208111,-0.341508
1470345335963845,-0.56798,-0.208111,-0.341508
1470345335986817,-0.567967,-0.208228,-0.341478
1470345336009835,-0.567967,-0.208228,-0.341478
1470345336023863,-0.567967,-0.208228,-0.341478
1470345336047460,-0.567967,-0.208228,-0.341478
1470345336069053,-0.567967,-0.208228,-0.341478
1470345336084015,-0.567962,-0.208264,-0.341604
1470345336107039,-0.567967,-0.208228,-0.341478
1470345336129081,-0.567824,-0.20824,-0.34161
1470345336144156,-0.567824,-0.20824,-0.34161
1470345336167200,-0.567824,-0.20824,-0.34161
1470345336189219,-0.567824,-0.20824,-0.34161
1470345336203235,-0.567824,-0.20824,-0.34161
1470345336227253,-0.567687,-0.208217,-0.341616
1470345336249032,-0.567687,-0.208217,-0.341616
1470345336279064,-0.567687,-0.208217,-0.341616
1470345336295028,-0.56758,-0.208199,-0.341645
1470345336309041,-0.56758,-0.208199,-0.341645
1470345336332063,-0.567549,-0.208193,-0.341622
1470345336347108,-0.56758,-0.208199,-0.341645
1470345336369239,-0.567673,-0.208333,-0.341586
1470345336390266,-0.567549,-0.208193,-0.341622
1470345336407248,-0.56758,-0.208199,-0.341645
1470345336429295,-0.567566,-0.208316,-0.341615
1470345336450467,-0.567429,-0.208292,-0.341621
1470345336467456,-0.567429,-0.208292,-0.341621
1470345336489508,-0.567429,-0.208292,-0.341621
1470345336510510,-0.567429,-0.208292,-0.341621
1470345336526509,-0.567949,-0.208381,-0.341574
1470345336549570,-0.568193,-0.208422,-0.34154
1470345336570623,-0.568193,-0.208422,-0.34154
1470345336586603,-0.568193,-0.208422,-0.34154
1470345336609624,-0.568692,-0.208708,-0.341307
1470345336630644,-0.568692,-0.208708,-0.341307
1470345336647163,-0.568692,-0.208708,-0.341307
1470345336669689,-0.568692,-0.208708,-0.341307
1470345336690712,-0.568554,-0.208685,-0.341313
1470345336706724,-0.568554,-0.208685,-0.341313
1470345336729747,-0.568554,-0.208685,-0.341313
1470345336751788,-0.568554,-0.208685,-0.341313
1470345336766819,-0.568554,-0.208685,-0.341313
1470345336789823,-0.568554,-0.208685,-0.341313
1470345336811842,-0.568554,-0.208685,-0.341313
