timestamp,x,y,z,w
1472088742510451,-0.0407715,-0.048584,-0.471313,0.8797
1472088742533998,-0.0410767,-0.0487061,-0.471252,0.8797
1472088742549022,-0.0412598,-0.0488281,-0.471191,0.8797
1472088742570550,-0.0412598,-0.0488281,-0.471191,0.8797
1472088742594072,-0.0412598,-0.0488281,-0.471191,0.8797
1472088742609085,-0.0412598,-0.0488281,-0.471191,0.8797
1472088742630605,-0.0413208,-0.0488281,-0.471191,0.8797
1472088742693662,-0.041626,-0.0489502,-0.471191,0.8797
1472088742695665,-0.0418701,-0.0491943,-0.471191,0.8797
1472088742696664,-0.0418091,-0.0494995,-0.47113,0.8797
1472088742707675,-0.041748,-0.0494995,-0.47113,0.8797
1472088742724197,-0.0419312,-0.0496216,-0.47113,0.879639
1472088742742718,-0.0420532,-0.0498657,-0.471069,0.879639
1472088742760240,-0.0420532,-0.0498657,-0.471069,0.879639
1472088742795121,-0.0420532,-0.0498657,-0.471069,0.879639
1472088742805634,-0.0420532,-0.0498657,-0.471069,0.879639
1472088742819147,-0.0421143,-0.0498657,-0.471069,0.879639
1472088742840174,-0.0424805,-0.0499878,-0.471008,0.8797
1472088742862731,-0.0430298,-0.0500488,-0.470947,0.879639
1472088742880752,-0.0437012,-0.0501099,-0.471008,0.879578
1472088742900297,-0.0441284,-0.0501709,-0.471069,0.879578
1472088742922820,-0.0444946,-0.0501099,-0.471069,0.879517
1472088742940856,-0.0444946,-0.0500488,-0.471069,0.879517
1472088742960385,-0.0443726,-0.0502319,-0.47113,0.879517
1472088742982508,-0.0443726,-0.0502319,-0.47113,0.879517
1472088743000330,-0.0443726,-0.0502319,-0.47113,0.879517
1472088743020347,-0.0444946,-0.0502319,-0.47113,0.879517
1472088743042877,-0.0445557,-0.0505371,-0.47113,0.879456
1472088743060409,-0.0444946,-0.0507813,-0.471191,0.879456
1472088743080438,-0.0446167,-0.0509644,-0.471191,0.879395
1472088743102984,-0.0446167,-0.0509644,-0.471191,0.879395
1472088743120500,-0.0446167,-0.0509644,-0.471191,0.879395
1472088743141543,-0.0444336,-0.0511475,-0.47113,0.879456
1472088743162574,-0.0443115,-0.0512085,-0.471069,0.879517
1472088743180601,-0.0443726,-0.0512085,-0.471069,0.879517
1472088743201635,-0.0444336,-0.0512695,-0.471008,0.879517
1472088743222654,-0.0444336,-0.0512085,-0.471008,0.879517
1472088743240692,-0.0446777,-0.0512085,-0.471008,0.879517
1472088743261727,-0.045105,-0.0511475,-0.471008,0.879456
1472088743282767,-0.045105,-0.0511475,-0.471008,0.879456
1472088743300422,-0.045105,-0.0511475,-0.471008,0.879456
1472088743321941,-0.045166,-0.0511475,-0.471008,0.879456
1472088743342681,-0.045166,-0.0511475,-0.471008,0.879456
1472088743360703,-0.0449219,-0.0512695,-0.471008,0.879456
1472088743381740,-0.0446167,-0.0512695,-0.471069,0.879456
1472088743402768,-0.0444946,-0.0511475,-0.471008,0.879517
1472088743420284,-0.0441895,-0.0510864,-0.471008,0.879517
1472088743441631,-0.0438232,-0.0510864,-0.471008,0.879578
1472088743462667,-0.043396,-0.0510864,-0.471069,0.879517
1472088743480683,-0.043396,-0.0510864,-0.471069,0.879517
1472088743501717,-0.043396,-0.0510864,-0.471069,0.879517
1472088743525760,-0.043396,-0.0511475,-0.471069,0.879517
1472088743540782,-0.043457,-0.0511475,-0.471069,0.879517
1472088743561311,-0.043457,-0.0511475,-0.471069,0.879517
1472088743582717,-0.043457,-0.0511475,-0.471069,0.879517
1472088743600752,-0.043457,-0.0510864,-0.471069,0.879517
1472088743623272,-0.043457,-0.0510864,-0.471069,0.879517
1472088743642797,-0.043457,-0.0511475,-0.471069,0.879517
1472088743665336,-0.043457,-0.0511475,-0.471069,0.879517
1472088743683060,-0.043457,-0.0511475,-0.471069,0.879517
1472088743702595,-0.0435181,-0.0511475,-0.471069,0.879517
1472088743725116,-0.0435791,-0.0511475,-0.471008,0.879517
1472088743743272,-0.043457,-0.0510254,-0.471008,0.879578
1472088743762810,-0.043396,-0.0508423,-0.471008,0.879578
1472088743785665,-0.0432739,-0.0506592,-0.471008,0.879578
1472088743802680,-0.0430298,-0.0505981,-0.471008,0.879578
1472088743824699,-0.0430298,-0.0505981,-0.471008,0.879578
1472088743845733,-0.0430298,-0.0505981,-0.471008,0.879578
1472088743862259,-0.0430298,-0.0505981,-0.471008,0.879578
1472088743884795,-0.0430298,-0.0505981,-0.471008,0.879578
1472088743906031,-0.0430298,-0.0505981,-0.471008,0.879578
1472088743922546,-0.0430298,-0.0505981,-0.471008,0.879578
1472088743944579,-0.0430298,-0.0505981,-0.471008,0.879578
1472088743966185,-0.0430908,-0.0505981,-0.471008,0.879578
1472088743982238,-0.0430908,-0.0505371,-0.471008,0.879578
