timestamp,x,y,z,w
1470243544223051,-0.0726318,0.245544,-0.900818,0.350708
1470243544245590,-0.0725098,0.245422,-0.90094,0.350586
1470243544260605,-0.0723267,0.2453,-0.901001,0.350464
1470243544284125,-0.0723267,0.2453,-0.901001,0.350464
1470243544305646,-0.0722656,0.2453,-0.901001,0.350464
1470243544320660,-0.0722656,0.245361,-0.901001,0.350464
1470243544344179,-0.0722046,0.245361,-0.901001,0.350464
1470243544375207,-0.0722046,0.245361,-0.901001,0.350464
1470243544384232,-0.0722046,0.245361,-0.901001,0.350464
1470243544404734,-0.0721436,0.245361,-0.901001,0.350464
1470243544427270,-0.0721436,0.245361,-0.901001,0.350464
1470243544449287,-0.0720825,0.245361,-0.901001,0.350464
1470243544464300,-0.0720825,0.245544,-0.90094,0.350464
1470243544507826,-0.0720825,0.245544,-0.90094,0.350464
1470243544518335,-0.0720215,0.245605,-0.90094,0.350464
1470243544524342,-0.0720215,0.245605,-0.90094,0.350464
1470243544546360,-0.0720215,0.245605,-0.90094,0.350464
1470243544561877,-0.0719604,0.245605,-0.90094,0.350464
1470243544591409,-0.0719604,0.245605,-0.90094,0.350464
1470243544614922,-0.0719604,0.245605,-0.90094,0.350464
1470243544629936,-0.0719604,0.245605,-0.90094,0.350464
1470243544652456,-0.0718994,0.245667,-0.90094,0.350464
1470243544666969,-0.0718994,0.245667,-0.90094,0.350525
1470243544697497,-0.0718384,0.245667,-0.90094,0.350525
1470243544712510,-0.0718384,0.245667,-0.90094,0.350525
1470243544727524,-0.0718384,0.245728,-0.90094,0.350525
1470243544750044,-0.0718384,0.245728,-0.900879,0.350525
1470243544772564,-0.0718384,0.245728,-0.900879,0.350525
1470243544787077,-0.0717773,0.245789,-0.900879,0.350525
1470243544810098,-0.0717773,0.245789,-0.900879,0.350525
1470243544832618,-0.0717773,0.245789,-0.900879,0.350525
1470243544847131,-0.0717773,0.24585,-0.900879,0.350525
1470243544870152,-0.0717163,0.24585,-0.900879,0.350525
1470243544892672,-0.0717163,0.24585,-0.900879,0.350525
1470243544907184,-0.0716553,0.245911,-0.900879,0.350525
1470243544930206,-0.0716553,0.24585,-0.900879,0.350525
1470243544952726,-0.0716553,0.245911,-0.900879,0.350586
1470243544966738,-0.0715942,0.245911,-0.900879,0.350586
1470243544990259,-0.0715942,0.245911,-0.900818,0.350586
1470243545012780,-0.0715942,0.245972,-0.900818,0.350586
1470243545026794,-0.0715332,0.245972,-0.900818,0.350586
1470243545050314,-0.0715332,0.245972,-0.900818,0.350586
1470243545072334,-0.0715332,0.245972,-0.900818,0.350586
1470243545086847,-0.0715332,0.246033,-0.900818,0.350586
1470243545109867,-0.0715332,0.246033,-0.900818,0.350586
1470243545132387,-0.0715332,0.246033,-0.900818,0.350586
1470243545153408,-0.0714722,0.246094,-0.900818,0.350586
