timestamp,x,y,z,w
1470242889058402,-0.00927734,0.202148,-0.931091,0.303589
1470242889080923,-0.00927734,0.202148,-0.931091,0.303528
1470242889095936,-0.00933838,0.202148,-0.931091,0.303528
1470242889119457,-0.00933838,0.202148,-0.931091,0.303528
1470242889140977,-0.00939941,0.202148,-0.931091,0.303528
1470242889155990,-0.00939941,0.202148,-0.931091,0.303528
1470242889180011,-0.00939941,0.202209,-0.931091,0.303528
1470242889210539,-0.00958252,0.202148,-0.931091,0.303467
1470242889212541,-0.00958252,0.202148,-0.931091,0.303467
1470242889224551,-0.00964355,0.202148,-0.931152,0.303467
1470242889246571,-0.00964355,0.202087,-0.931152,0.303467
1470242889270092,-0.00952148,0.201843,-0.931213,0.303467
1470242889291613,-0.00958252,0.201782,-0.931213,0.303467
1470242889335652,-0.00958252,0.201782,-0.931213,0.303467
1470242889346160,-0.00939941,0.201721,-0.931213,0.303406
1470242889351666,-0.00939941,0.201721,-0.931213,0.303406
1470242889366678,-0.00946045,0.201721,-0.931213,0.303406
1470242889389199,-0.00946045,0.201721,-0.931213,0.303406
1470242889403212,-0.00946045,0.20166,-0.931274,0.303406
1470242889425732,-0.00958252,0.201904,-0.931152,0.303467
1470242889448252,-0.00964355,0.202148,-0.931091,0.303528
1470242889463267,-0.00964355,0.202148,-0.931091,0.303528
1470242889485787,-0.00964355,0.202148,-0.931091,0.303528
1470242889508307,-0.00946045,0.202026,-0.931091,0.30365
1470242889523321,-0.00946045,0.202026,-0.931091,0.30365
1470242889545841,-0.00952148,0.202026,-0.931091,0.30365
1470242889568360,-0.00958252,0.202393,-0.930969,0.303711
1470242889583375,-0.00958252,0.202454,-0.930969,0.303711
1470242889605895,-0.00964355,0.202454,-0.930969,0.303711
1470242889628415,-0.00964355,0.202454,-0.930969,0.303711
1470242889643428,-0.00964355,0.202515,-0.930969,0.303711
1470242889665949,-0.00970459,0.202454,-0.930969,0.303711
1470242889688470,-0.00970459,0.202454,-0.930969,0.303711
1470242889703481,-0.00970459,0.202454,-0.930969,0.303711
1470242889734011,-0.00976563,0.202454,-0.930969,0.303711
