timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1470345621702454,-3,-1,-1,3,0,0,-1,0
1470345621702454,-2,-2,-5,-18,-2,-1,-3,-2
1470345621703455,-3,-2,3,0,-2,-1,-1,-1
1470345621703455,-1,5,8,5,-1,-2,-1,-2
1470345621724473,-2,6,-1,5,2,-1,-1,0
1470345621724473,1,-6,-5,5,-2,-1,0,0
1470345621725475,-2,-3,-10,-7,0,0,0,0
1470345621725475,-1,-3,12,9,-1,-1,0,-2
1470345621739487,-1,1,2,-14,-2,-2,-1,-1
1470345621739487,0,-2,3,10,1,0,-2,0
1470345621740488,-1,3,-6,-7,0,0,-2,-1
1470345621740488,-1,-4,-11,-10,-2,-2,0,0
1470345621762508,0,-8,8,0,1,-1,-1,-1
1470345621762508,-1,3,-4,-3,0,0,-1,-1
1470345621762508,1,-3,-1,-1,0,-1,-1,0
1470345621762508,0,2,2,1,-3,-2,-1,-2
1470345621785035,-2,0,1,-2,2,-2,0,-1
1470345621785035,-1,-1,-13,-1,-1,-2,0,-1
1470345621785537,0,0,7,5,3,1,-3,-2
1470345621785537,-1,11,3,8,0,-3,-1,-1
1470345621800049,-1,-9,-8,-15,-5,-1,0,-1
1470345621800049,0,-8,5,-3,4,0,1,0
1470345621800550,-2,1,0,8,-2,-1,-1,-1
1470345621800550,0,0,-6,-11,-1,0,-2,-2
1470345621822570,2,14,10,14,-1,-2,-2,0
1470345621822570,-3,-14,-5,8,-1,-1,0,-1
1470345621823071,0,2,-2,-9,-3,-3,-2,-2
1470345621823071,-2,-3,16,-5,0,0,-1,1
1470345621845090,-2,-4,-10,14,-1,-1,0,-1
1470345621845090,-2,8,-5,-11,-2,-2,-1,-1
1470345621845590,1,-1,10,1,0,0,0,-1
1470345621845590,-1,3,-29,-7,-3,-2,-4,0
1470345621860104,0,-10,-2,-9,1,-1,0,-1
1470345621860104,-1,4,10,11,-3,-1,-2,0
1470345621860605,-2,-12,-15,-6,-1,-1,0,-2
1470345621860605,-1,15,16,0,-1,0,0,-1
1470345621882623,-3,-5,-3,-4,-3,-1,-2,-3
1470345621882623,0,-11,-10,-12,-3,-1,-1,-1
1470345621883125,-3,0,9,3,-1,-4,-2,-2
1470345621883125,-1,-5,5,12,-2,0,-1,-1
1470345621904644,-1,-1,-3,-11,-3,-1,-1,1
1470345621904644,2,9,2,7,3,1,-2,-1
1470345621905645,-2,-7,4,-2,0,-2,1,-1
1470345621905645,-2,-9,-3,-10,-2,-1,0,-2
1470345621920158,0,14,12,2,-1,-2,-3,-1
1470345621920158,-1,-14,-14,-7,-3,-1,0,0
1470345621920658,-1,0,4,5,-2,-2,-1,-1
1470345621920658,1,2,-8,-6,-2,-2,-2,1
1470345621942178,-2,-2,-5,-4,-3,-1,-2,-1
1470345621942178,-1,-7,-1,-8,1,1,0,-1
1470345621943178,-2,5,9,17,-2,0,-1,-2
1470345621943178,0,0,-14,-5,-1,-2,-2,-1
1470345621964697,0,-7,1,-5,0,0,-1,1
1470345621964697,-4,-1,-3,5,-2,-3,-1,0
1470345621965698,-1,-3,-7,-12,-2,-1,-2,0
1470345621965698,1,-2,-2,1,-1,-1,-1,-2
1470345621979712,-2,-4,-7,-2,-2,-1,-1,-2
1470345621979712,-1,14,3,9,-2,-2,-1,-2
1470345621981212,1,-3,9,-1,-1,1,0,-1
1470345621981212,-1,3,3,13,2,-1,0,-3
1470345622002231,-1,-6,-13,-29,-4,1,1,1
1470345622002231,-1,-1,9,16,0,1,-2,-3
1470345622003232,-3,7,-16,-20,-3,-3,-2,-1
1470345622003232,-5,-13,1,0,0,-1,-3,-2
1470345622024751,2,0,1,11,1,1,1,0
1470345622024751,-2,4,29,-1,4,0,0,-2
1470345622025753,-2,-5,-44,-6,-5,-3,-1,-1
1470345622025753,-1,1,1,3,0,1,0,0
1470345622039265,0,4,2,-1,-3,-4,-1,-2
1470345622039265,-2,-3,-4,-9,-1,0,0,-1
1470345622047271,0,-1,14,8,1,0,-2,-1
1470345622047271,-1,0,-3,0,0,0,-1,-1
1470345622062286,0,-2,-6,-5,1,-1,0,-1
1470345622062286,-1,-6,-10,1,-3,-2,-1,-2
1470345622063286,-2,-11,3,3,1,1,0,1
1470345622063286,0,16,4,-9,-4,-3,-1,0
1470345622084805,0,1,8,11,1,1,0,-2
1470345622084805,-1,-6,-11,-5,-2,-1,0,-2
