timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1472092893138223,-1,-4,-27,-1,-2,-2,-1,-2
1472092893138223,2,3,3,3,2,1,0,0
1472092893139224,-2,-3,0,3,0,1,0,0
1472092893139224,1,5,2,-1,-2,-3,-1,-2
1472092893142728,-2,-3,-18,-12,-2,1,1,0
1472092893142728,3,4,33,3,1,-1,0,-2
1472092893144229,-8,-15,-12,-8,-5,-2,-1,0
1472092893144229,-1,14,9,0,-2,-2,-2,-2
1472092893156240,3,-1,12,7,0,-1,-1,1
1472092893156240,-5,-6,-15,-5,0,0,0,-1
1472092893167753,9,3,5,2,1,-1,-1,0
1472092893167753,-3,-5,4,1,1,-1,0,-4
1472092893171253,-1,0,-22,-1,0,-1,-3,3
1472092893171253,-1,0,22,-5,-2,-2,-2,-2
1472092893186266,-1,3,-18,0,0,-2,-2,-1
1472092893186266,-4,-8,22,-5,-4,0,-2,-3
1472092893194774,2,11,18,0,1,-1,0,-1
1472092893194774,-3,-7,-46,0,0,-1,-1,-1
1472092893209788,1,-1,-10,-8,-5,-2,-2,-2
1472092893209788,-3,-6,-12,2,3,2,2,0
1472092893216294,-3,-10,5,0,0,-2,-1,-2
1472092893216294,-1,1,-15,-7,-2,0,-2,-1
1472092893230808,3,7,19,8,1,-1,0,-1
1472092893230808,0,2,1,-7,-2,-2,-2,2
1472092893272123,0,-12,6,1,3,1,0,2
1472092893272123,-1,11,7,4,-3,-1,-1,-4
1472092893272623,-3,2,-16,-4,-1,-2,-1,-2
1472092893272623,1,5,29,0,0,-1,-1,1
1472092893273624,-2,3,23,-1,-1,-3,-1,-3
1472092893273624,-1,-2,-8,-2,0,1,-1,2
1472092893276126,2,-3,-10,3,2,0,-1,-2
1472092893276126,-4,-10,-3,-8,-3,0,-1,-6
1472092893285135,0,1,-11,1,-1,-3,-1,-3
1472092893285135,-2,4,21,-6,-1,1,-1,-3
1472092893291152,-1,-8,-2,2,-1,-2,-1,0
1472092893291152,-4,-15,-54,-3,-1,-1,1,1
1472092893300051,-2,4,31,0,-1,-1,-2,0
1472092893300051,-1,-10,-65,-1,0,-3,-1,-2
1472092893313407,1,11,29,-6,-2,-1,-1,0
1472092893313407,1,6,3,-1,-1,0,-1,1
1472092893322415,-2,-11,-25,0,-2,0,-4,0
1472092893322415,0,-1,5,3,-3,1,-1,0
1472092893344940,-2,5,3,-3,-1,-1,0,-1
1472092893344940,-1,-4,0,3,0,-3,-2,-1
1472092893346441,1,-2,-4,-2,-1,1,0,-1
1472092893346441,1,6,12,1,-1,-1,-2,-1
1472092893359267,-1,-13,-15,-1,-1,0,1,0
1472092893359267,1,4,5,3,-1,0,1,0
1472092893365773,-3,7,13,-5,-2,-2,-2,-2
1472092893365773,-1,-5,-15,-5,1,-1,0,-2
1472092893382310,-1,0,28,-4,-2,-1,-1,2
1472092893382310,-1,-5,-29,1,1,-1,-1,-3
1472092893383811,6,8,-20,4,-1,-2,-1,2
1472092893383811,0,3,28,2,0,0,-1,1
1472092893404663,-1,7,-11,-10,-2,-2,-3,-3
1472092893404663,-1,0,55,0,-1,-2,-2,-3
1472092893406164,-1,14,8,6,1,0,0,-1
1472092893406164,-3,-8,-37,-8,-4,-1,0,0
