timestamp,x,y,z,w
1470330784371565,-0.0523071,0.0122681,0.57373,0.8172
1470330784387579,-0.0545044,0.0114136,0.57196,0.818359
1470330784409097,-0.0570068,0.0105591,0.570068,0.819519
1470330784432619,-0.0598755,0.00976563,0.568237,0.820618
1470330784447632,-0.0628662,0.00927734,0.566467,0.821594
1470330784469152,-0.0656128,0.00933838,0.56488,0.822449
1470330784492672,-0.0679321,0.00970459,0.563538,0.823181
1470330784522702,-0.0698242,0.0098877,0.562317,0.823853
1470330784531708,-0.0717773,0.0100708,0.561218,0.824463
1470330784539214,-0.0737915,0.0102539,0.560059,0.825073
1470330784559734,-0.0760498,0.010498,0.558899,0.825623
1470330784575747,-0.0780029,0.0108643,0.557983,0.82605
1470330784604774,-0.0792847,0.0114746,0.55719,0.826416
1470330784648814,-0.0797729,0.0125122,0.556763,0.826721
1470330784659322,-0.0795898,0.0137939,0.55658,0.826843
1470330784661324,-0.0794067,0.0148926,0.556274,0.827026
1470330784679841,-0.0797119,0.015686,0.555847,0.827271
1470330784693853,-0.0803223,0.0160522,0.55542,0.827454
1470330784716373,-0.0808105,0.0161133,0.554993,0.827698
1470330784738894,-0.0811157,0.0163574,0.554626,0.827881
1470330784753907,-0.0814209,0.0167847,0.554382,0.828064
1470330784776427,-0.0819702,0.0170898,0.554016,0.828247
1470330784798947,-0.0827637,0.0170898,0.553589,0.82843
1470330784813962,-0.0838013,0.0170898,0.553223,0.828613
1470330784839484,-0.0845947,0.0170898,0.552979,0.828674
1470330784859001,-0.0847778,0.0172119,0.552734,0.828796
1470330784874014,-0.0845947,0.0176392,0.552551,0.828979
1470330784896537,-0.0845337,0.0177002,0.552551,0.828979
1470330784919056,-0.0847168,0.0176392,0.552612,0.828857
1470330784934070,-0.085022,0.0172119,0.552856,0.828674
1470330784956589,-0.085144,0.0169067,0.553101,0.828552
1470330784979109,-0.085083,0.0167236,0.553284,0.82843
1470330784994123,-0.0848999,0.0162964,0.553406,0.828369
1470330785016643,-0.085022,0.0158081,0.553467,0.828308
1470330785039163,-0.0852661,0.0151978,0.553589,0.828247
1470330785055678,-0.0856934,0.0145264,0.55365,0.828125
1470330785076697,-0.0859375,0.0141602,0.553711,0.828064
1470330785099218,-0.0859375,0.0141602,0.553711,0.828064
1470330785115233,-0.0859375,0.0141602,0.553711,0.828064
1470330785136250,-0.0859375,0.0141602,0.553711,0.828064
1470330785158771,-0.0859375,0.0141602,0.553711,0.828064
1470330785175286,-0.0859375,0.0141602,0.553711,0.828064
1470330785196304,-0.0859375,0.0141602,0.553711,0.828064
1470330785218824,-0.0859375,0.0142212,0.553711,0.828064
1470330785235340,-0.0859375,0.0142212,0.553711,0.828064
1470330785256359,-0.0859375,0.0142212,0.553711,0.828064
1470330785278879,-0.0861206,0.0143433,0.553589,0.828186
1470330785295394,-0.0861816,0.0147095,0.553406,0.828247
1470330785316412,-0.0860596,0.0151978,0.553223,0.828369
1470330785338933,-0.0861206,0.015625,0.553162,0.82843
1470330785355448,-0.0862427,0.0158691,0.553101,0.82843
1470330785376467,-0.0863647,0.0160522,0.553162,0.828369
1470330785398987,-0.0864868,0.0162354,0.553223,0.828308
1470330785415501,-0.0866699,0.0164185,0.553345,0.828247
1470330785436520,-0.0869751,0.0164795,0.553406,0.828125
1470330785459040,-0.0872803,0.0165405,0.553467,0.828064
1470330785481560,-0.0873413,0.0165405,0.553467,0.828064
1470330785496575,-0.0875244,0.0167236,0.553467,0.828064
1470330785519095,-0.0875244,0.0167847,0.553467,0.828064
1470330785536610,-0.0877075,0.0169067,0.553467,0.828064
1470330785556627,-0.0877075,0.0169067,0.553467,0.828064
1470330785579148,-0.0877075,0.0169067,0.553467,0.828064
1470330785596665,-0.0877075,0.0169067,0.553467,0.828003
1470330785616682,-0.0877075,0.0169678,0.553467,0.828003
1470330785640204,-0.0877686,0.0169678,0.553467,0.828003
1470330785656988,-0.0877686,0.0169678,0.553467,0.828003
1470330785679509,-0.0877686,0.0170288,0.553467,0.828003
1470330785700528,-0.0877686,0.0170288,0.553467,0.828003
