timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1470345719705185,0,-1,-4,0,1,0,0,-2
1470345719705185,-1,6,-18,-8,-2,0,0,1
1470345719722202,0,-3,11,10,-1,-2,-2,0
1470345719722202,-5,-14,-16,-8,0,0,-2,0
1470345719723201,0,11,6,-5,-1,-1,-1,1
1470345719723201,1,5,6,3,-2,-2,1,-2
1470345719744222,-3,-14,-10,-14,-4,-1,1,0
1470345719744222,3,11,12,15,-1,0,1,-2
1470345719746222,-1,-9,-5,-2,-2,1,1,-1
1470345719746222,0,9,5,-14,0,-1,-4,-1
1470345719758232,-2,-13,3,13,1,0,-2,-1
1470345719758232,0,3,-16,-12,2,-2,-2,-2
1470345719767248,-2,-1,7,6,-2,-4,0,1
1470345719767248,-4,-3,9,1,-2,-2,-1,-1
1470345719781760,0,2,-8,1,-1,1,0,-1
1470345719781760,1,3,-7,-5,-1,-1,0,-2
1470345719788266,0,-5,8,10,-1,-1,-2,-2
1470345719788266,0,3,8,-4,2,0,-1,2
1470345719804280,-2,6,13,7,-2,-2,-2,-2
1470345719804280,-4,-4,-23,-8,-4,-2,0,-2
1470345719806281,1,-4,-4,-5,-1,0,-2,0
1470345719806281,-2,-14,-6,-3,0,0,0,0
1470345719818292,3,16,7,-7,-3,-2,-1,-2
1470345719818292,-4,-7,-3,2,0,0,0,1
1470345719827301,2,-2,-1,-5,-2,-3,0,-1
1470345719827301,4,0,10,12,3,1,-1,-2
1470345719841814,-5,3,-13,-5,-1,0,0,-2
1470345719841814,0,-14,0,-4,-1,-1,0,-1
1470345719843816,-1,10,12,6,1,1,0,0
1470345719843816,-1,-13,-19,-11,-2,-1,-2,-1
1470345719864334,-3,2,8,1,-3,-2,-3,-1
1470345719864334,0,4,0,3,-2,0,-1,0
1470345719866337,-1,3,13,15,3,1,-1,-1
1470345719866337,-2,0,-19,-40,-6,-3,-2,-1
1470345719878347,7,-5,-2,2,-2,-3,-1,1
1470345719878347,-4,4,13,0,-1,-1,-2,-2
1470345719894863,0,-3,-13,3,2,-1,-1,-1
1470345719894863,-7,3,1,9,-3,0,-1,-1
1470345719901868,-3,-6,-4,-7,-1,-2,-1,-1
1470345719901868,5,4,11,4,-1,-1,-1,-1
1470345719903369,-4,-3,1,-8,-3,-3,-2,-2
1470345719903369,0,3,-5,3,0,-1,-2,-1
