timestamp,x,y,z
1470242517015397,-0.875
1470242517030439,-0.3125
1470242517052982,0.375
1470242517075446,0.0625
1470242517090490,-0.3125
1470242517113023,-0.625
1470242517135513,-0.8125
1470242517150531,-0.3125
1470242517180598,0.625
1470242517196055,-0.125
1470242517218576,-0.4375
1470242517234589,-0.125
1470242517255609,0.125
1470242517287136,-0.0625
1470242517293233,-0.25
1470242517316672,-0.5625
1470242517347703,0.125
1470242517349697,0.8125
1470242517369710,0.0625
1470242517391733,-0.8125
1470242517409766,-0.625
1470242517429764,0.0625
1470242517473304,0.1875
1470242517490878,0
1470242517497825,-0.8125
1470242517511374,-0.5625
1470242517526851,0.75
1470242517557881,0.125
1470242517571892,-0.875
1470242517595413,-0.6875
1470242517617433,-0.5625
1470242517631948,0.0625
1470242517654967,0.625
1470242517677489,-0.5625
1470242517692013,-0.5
1470242517715021,0.3125
1470242517737541,-0.4375
1470242517752075,-0.8125
1470242517775074,-0.6875
1470242517797594,-1.3125
1470242517812137,-0.25
1470242517835129,0.875
1470242517857650,0.3125
1470242517878667,-0.5625
1470242517895185,-0.4375
1470242517917703,-0.0625
1470242517938737,-0.125
1470242517955288,-0.3125
1470242517977757,-0.625
1470242517998791,0.3125
1470242518015290,0.9375
1470242518037810,-0.3125
1470242518058853,-0.625
1470242518075344,-0.3125
1470242518097864,-0.5
1470242518118883,0.5
1470242518135398,0.4375
1470242518157418,-0.3125
1470242518179008,-0.3125
1470242518194983,0
1470242518217472,-0.4375
1470242518239091,-0.6875
1470242518254507,-0.4375
1470242518277526,-0.3125
1470242518300046,0.25
1470242518315059,0.3125
1470242518337580,-0.4375
1470242518360104,-0.4375
1470242518375140,-0.5
1470242518398135,-0.625
1470242518420154,-0.375
1470242518435217,-0.375
1470242518463738,-0.3125
1470242518480244,0.1875
1470242518502730,-0.125
1470242518523747,-0.75
1470242518540262,-0.5625
1470242518562783,-0.5625
1470242518583833,-0.875
1470242518600315,-0.625
1470242518622871,-0.8125
1470242518643861,-0.375
1470242518660369,0.375
1470242518682891,-0.4375
1470242518703909,-1.3125
1470242518719924,-0.625
1470242518742467,0
1470242518763967,-0.3125
1470242518779978,-0.1875
1470242518802497,-0.1875
1470242518825017,-0.625
1470242518840031,-0.125
1470242518862551,-0.25
1470242518885073,-0.6875
1470242518900085,-0.1875
1470242518922605,0.1875
1470242518945125,-0.25
1470242518959660,-0.125
1470242518982659,-0.25
1470242519005179,-0.1875
1470242519019692,0.0625
1470242519042713,-0.1875
1470242519065234,-0.375
1470242519079745,-0.0625
1470242519102767,0.375
1470242519125289,0.25
1470242519130816,0.5625
1470242519146806,-0.4375
1470242519168326,-0.6875
1470242519190427,0.5625
1470242519206860,0.625
1470242519227879,-0.1875
1470242519250402,0.0625
1470242519266914,0.3125
1470242519288440,0.125
1470242519310455,0.5
1470242519326968,-0.25
1470242519347993,-1.125
1470242519370542,-0.3125
1470242519387026,0.1875
1470242519408076,-0.125
1470242519430580,-0.1875
1470242519447076,-0.4375
1470242519468126,-0.1875
1470242519490644,0.125
1470242519508657,0.0625
1470242519528175,-0.6875
1470242519550700,-1
1470242519567183,0.0625
1470242519588207,-0.1875
1470242519610725,-0.1875
1470242519628239,-0.1875
1470242519648257,-0.1875
1470242519670777,0.1875
1470242519686791,0
1470242519710829,-0.1875
1470242519730831,0.5
1470242519748347,0
1470242519767864,0.375
1470242519790892,0
1470242519808460,-0.4375
1470242519827918,-0.1875
1470242519850438,-0.1875
1470242519868455,-0.0625
1470242519887985,-0.8125
1470242519910545,-1.0625
1470242519928521,-0.375
1470242519948026,-1.0625
1470242519970581,-0.8125
1470242519988674,-0.5
1470242520008079,-1.1875
1470242520030601,-1.0625
1470242520048616,-0.375
1470242520068134,-0.5625
1470242520090666,-0.875
1470242520108670,-0.4375
1470242520128188,-1.3125
1470242520153710,-1.8125
1470242520168724,-1.5
1470242520188241,-1.8125
1470242520210761,-1.3125
1470242520228778,-0.4375
1470242520248295,-0.9375
1470242520270315,-0.8125
1470242520288331,-0.9375
1470242520307850,-1.0625
1470242520330369,-0.6875
1470242520348396,-0.8125
1470242520369414,-0.375
1470242520390433,-0.1875
1470242520408449,-0.25
1470242520429468,1.125
1470242520457993,0.4375
1470242520468505,0.875
1470242520489522,0.9375
1470242520510542,-0.5
1470242520528558,0.125
1470242520549577,-3.5
1470242520570595,-8.875
1470242520588611,-9.875
1470242520609631,-7.125
1470242520630649,-2
1470242520648666,-1.1875
1470242520669684,-2.9375
1470242520690702,-10.5
1470242520708719,-12.1875
1470242520731239,-4.25
1470242520750756,-3.8125
1470242520768773,-7.75
1470242520791293,-3.5625
1470242520810811,-4.3125
1470242520828326,-6.8125
1470242520850847,-9.875
1470242520870864,-5.5625
1470242520888381,-1.25
1470242520910901,-5.5
1470242520930419,-7.8125
1470242520948435,-14.875
1470242520970954,-5.5
1470242520990472,-0.4375
1470242521008490,-0.625
1470242521031010,-4.9375
1470242521050526,-7.1875
1470242521068550,-3.6875
1470242521091080,-1.9375
1470242521110580,3.4375
1470242521128596,0.4375
1470242521151117,-2.6875
1470242521173651,-2.625
1470242521188654,-0.3125
1470242521211190,-0.6875
1470242521230688,-1.625
1470242521248704,-1.75
1470242521271224,2.75
1470242521292243,2.5
1470242521309265,1.5625
1470242521331278,-0.5625
1470242521351796,-3.625
1470242521368813,-6.3125
1470242521390846,-3.4375
1470242521412350,2.9375
1470242521428378,-1.875
1470242521450885,-7.4375
1470242521471905,-2.75
1470242521488447,8.75
1470242521509938,5.1875
1470242521531457,-0.5625
1470242521547485,-4.8125
1470242521570006,0.75
1470242521591512,2.25
1470242521607526,1.3125
1470242521630048,-3.5
1470242521651565,-7.625
1470242521667580,-7.25
1470242521690103,4.5
1470242521714123,16.5
1470242521727160,12.6875
1470242521750157,-7.75
1470242521772674,-8.3125
1470242521787690,2.25
1470242521810208,11.6875
1470242521832729,21.8125
1470242521853763,18.8125
1470242521870262,5.375
1470242521892782,-8.0625
1470242521913805,-10.8125
1470242521930316,-10.25
1470242521952836,-0.6875
1470242521966849,11.4375
1470242521989869,19.9375
1470242522012890,15.6875
1470242522033910,17.5
1470242522049924,20.375
1470242522072943,14.375
1470242522093963,1.1875
1470242522109977,-8.0625
1470242522132998,-8.8125
1470242522154016,-4
1470242522170201,0.9375
1470242522192720,4.5625
1470242522213769,5.5
1470242522230255,3.25
1470242522252774,0.625
1470242522281299,-0.375
1470242522290307,-0.6875
1470242522312828,-4.375
1470242522333849,-5.375
1470242522350362,0.125
1470242522372882,6.875
1470242522393901,6.625
1470242522409924,3.125
1470242522432936,1.75
1470242522453955,3.1875
1470242522470469,5.3125
1470242522492492,10.125
1470242522513534,8.4375
1470242522530023,3.5625
1470242522552543,6.4375
1470242522574067,10
1470242522590079,10.5
1470242522612598,12.9375
1470242522635117,11.5625
1470242522650131,9.375
1470242522672651,12.875
1470242522695171,9.0625
1470242522716190,3.125
1470242522732706,4.375
1470242522762732,6.125
1470242522769257,5.625
1470242522792290,5.125
1470242522815280,2.25
1470242522829799,-0.0625
1470242522852813,0.3125
1470242522875333,0.0625
1470242522889346,-0.5
1470242522912866,-0.1875
1470242522935388,-0.9375
1470242522949400,0.1875
1470242522972920,1.1875
1470242522994941,1.0625
1470242523009454,-2.625
1470242523032975,-3.625
1470242523054994,-1.25
1470242523076513,-1.3125
1470242523092528,-2.8125
1470242523122555,-4.9375
1470242523136067,-6.6875
1470242523152583,-6.3125
1470242523175102,-1.9375
1470242523196121,1.9375
1470242523212636,-0.9375
1470242523235157,-10.625
1470242523256175,-14.375
1470242523272690,-9.4375
1470242523295210,-4.625
1470242523317730,-2.4375
1470242523332244,-2.125
1470242523355264,-3.625
1470242523376283,-4.1875
1470242523392797,-1.125
1470242523415318,-1.125
1470242523436337,-2.3125
1470242523452852,-1.625
1470242523475373,1.5
1470242523496392,4.6875
1470242523511905,5.75
1470242523534925,0.375
1470242523557946,-6.125
1470242523571959,-2
1470242523595480,4.9375
1470242523617500,6.625
1470242523633013,3.625
1470242523655533,0.125
1470242523677553,1.1875
1470242523692567,1.625
1470242523715087,3.125
1470242523737607,0.875
1470242523752132,0.625
1470242523775141,4.125
1470242523797661,3
1470242523812174,-2.3125
1470242523835196,-4.6875
1470242523857715,1.5
1470242523871728,12.1875
1470242523895249,5.1875
1470242523917771,-9.875
1470242523932283,-8.0625
1470242523955303,3.5625
1470242523977823,8.375
1470242523992336,3.375
1470242524015358,-5.625
1470242524037879,-5.9375
1470242524052390,-0.1875
1470242524075422,1.5625
1470242524097433,0.25
1470242524118994,0.0625
1470242524135464,-9.6875
1470242524158022,-33.125
1470242524179004,-53.375
1470242524195519,-60.875
1470242524217540,-38.75
1470242524239061,-5.125
1470242524255572,82.6875
1470242524277595,186.438
1470242524298614,-64.3125
1470242524314627,-186.313
1470242524337670,-53.0625
1470242524359185,110.313
1470242524374679,81.375
1470242524397701,-4.8125
1470242524418765,-36.1875
1470242524434733,-19.75
1470242524457790,5
1470242524478773,11.375
1470242524494286,15.5625
1470242524517810,13.9375
1470242524540330,1.75
1470242524555342,-7.4375
1470242524577898,-2.5
1470242524600382,5.625
1470242524615396,8.4375
1470242524637916,3.625
1470242524660436,2.4375
1470242524674449,1.0625
1470242524697512,0.625
1470242524720030,0.5625
1470242524734502,1.1875
1470242524758023,1.8125
1470242524780043,0.8125
1470242524794556,-1.875
1470242524817577,-1.5
1470242524840098,-2.4375
1470242524854610,-1.0625
1470242524877631,-0.4375
1470242524900151,-0.25
1470242524914665,-0.3125
1470242524937685,0.0625
1470242524960206,-0.1875
1470242524974218,-1.5
1470242524997739,-3
1470242525020259,-2.25
1470242525041279,-0.5625
1470242525057794,0.1875
1470242525080313,-0.0625
1470242525101332,-1.125
1470242525117849,-1.5625
1470242525147874,-0.6875
1470242525161386,-0.5625
1470242525177901,0.0625
1470242525200420,-0.375
1470242525221441,-0.375
1470242525237955,-0.6875
1470242525260474,-1.4375
1470242525281494,-0.9375
1470242525297509,-0.375
1470242525320029,1.0625
1470242525341047,2.1875
1470242525357563,0.8125
1470242525380082,0.125
1470242525401103,-1.125
1470242525417616,-1.375
1470242525440136,-0.8125
1470242525462656,-1.25
1470242525477670,-1.5625
1470242525500190,-1.9375
1470242525522710,-1.6875
1470242525537724,-1.125
1470242525560259,-1.25
1470242525582766,-0.9375
1470242525597821,-1.125
1470242525620309,-1.3125
1470242525642818,-1.0625
1470242525657331,-1.125
1470242525680352,-0.1875
1470242525702871,0.6875
1470242525717385,0.1875
1470242525740460,-1.9375
1470242525762925,-1.75
1470242525785445,-0.25
1470242525800459,0.1875
1470242525822979,-0.0625
1470242525836992,-0.25
1470242525860513,-1.375
1470242525882534,-0.3125
1470242525897046,0.125
1470242525920067,-0.8125
1470242525942587,-0.9375
1470242525963908,-0.125
1470242525980422,-1.3125
1470242526002943,-4.3125
1470242526023961,-5.3125
1470242526040476,-1.375
1470242526062497,0.9375
1470242526091522,1.375
1470242526100530,1.125
1470242526122550,3
1470242526143569,6.25
1470242526160084,8.5
1470242526182604,6.6875
1470242526203622,3.3125
1470242526219638,1.5625
1470242526242658,1.5625
1470242526263677,0.9375
1470242526280192,0.1875
1470242526302713,-0.75
1470242526323730,1
1470242526340246,1.625
1470242526362767,1.875
1470242526383784,-2.4375
1470242526400300,-4.75
1470242526422820,-5.0625
1470242526451847,-5
1470242526453847,-5.9375
1470242526465858,-4.75
1470242526488379,-3.625
1470242526510398,-1.875
1470242526525412,-2.875
1470242526547932,-2.5625
1470242526570453,-0.875
1470242526585465,-0.1875
1470242526607985,0.75
1470242526630506,-0.0625
1470242526645520,-4
1470242526668041,-5.8125
1470242526690559,-3.75
1470242526705573,-0.375
1470242526728093,0.125
1470242526750614,-2.1875
1470242526765627,-4.1875
1470242526788148,-4.625
1470242526812170,-4.25
1470242526825681,-4.125
1470242526848202,-3.25
1470242526870721,-1.5
1470242526885735,1.625
1470242526908255,-0.0625
1470242526930776,-0.25
1470242526945789,-0.0625
1470242526968309,1.0625
1470242526990830,0.9375
1470242527007344,0.875
1470242527028366,1.5
1470242527050383,2.8125
1470242527066898,2.4375
1470242527087917,3.8125
1470242527110437,2.4375
1470242527126952,2.125
1470242527147970,3.1875
1470242527170490,2.875
1470242527187006,2.125
1470242527208024,0.6875
1470242527230544,0.625
1470242527247060,1.5625
1470242527268078,1.4375
1470242527290598,0.5
1470242527307114,0.625
1470242527328132,1.5
1470242527350653,2
1470242527368669,0.0625
1470242527388186,-0.5625
1470242527410707,0.375
1470242527428723,1
1470242527448240,0.8125
1470242527470761,0.875
1470242527488786,1.125
1470242527508302,-0.4375
1470242527530814,-0.375
1470242527548831,0.4375
1470242527568348,-0.125
1470242527590868,-0.875
1470242527608416,-1.25
1470242527627901,-1.5
1470242527650422,-0.75
1470242527674443,0.1875
1470242527687987,-0.375
1470242527710475,-0.625
1470242527728492,-0.125
1470242527748011,0
1470242527770530,0
1470242527794551,-0.5625
1470242527808063,-0.8125
1470242527838089,-0.625
1470242527848600,-0.0625
1470242527869619,-0.4375
1470242527890638,-0.4375
1470242527908655,0.4375
1470242527928171,0.5
1470242527950693,-0.0625
1470242527968708,-0.1875
1470242527989727,-1.3125
1470242528010746,-1.3125
1470242528033266,-1.4375
1470242528049790,-0.8125
1470242528070799,-0.125
